Cloudbuddy;Observer;Age_in_days;Volume;Weight;Phase (color)
cbID-077;raID-05;75;2,164902747;18,55308377;5-orangered
cbID-077;raID-05;90;0,090539813;0,115578201;6-red
cbID-078;raID-05;1;0,027725663;0,023157537;1-lightgray
cbID-078;raID-05;14;5,483561125;18,0588854;1-lightgray
cbID-078;raID-05;23;8,834437049;43,97163428;2-darkgray
cbID-078;raID-05;33;7,226745344;30,8672793;3-darkorange
cbID-078;raID-05;46;3,85366418;14,69261151;4-orange
cbID-078;raID-05;58;1,270626281;10,04843964;4-orange
cbID-078;raID-05;69;1,088213709;9,485084577;5-orangered
cbID-078;raID-05;79;0,091741602;0,297825136;6-red
cbID-078;raID-05;91;0,091741602;0,271130352;6-red
cbID-079;raID-05;1;-99;0,08983132;1-lightgray
cbID-079;raID-05;8;2,720260618;5,531287916;1-lightgray
cbID-079;raID-05;14;5,798271041;19,92608409;1-lightgray
cbID-079;raID-05;20;7,563938752;30,45194739;2-darkgray
cbID-079;raID-05;27;8,424754356;40,49128782;2-darkgray
cbID-079;raID-05;34;5,721262136;20,01789277;3-darkorange
cbID-079;raID-05;41;2,026649449;4,61060445;3-darkorange
cbID-079;raID-05;46;3,196570962;13,30424931;4-orange
cbID-079;raID-05;52;3,313563134;13,7120605;4-orange
cbID-079;raID-05;57;3,030228186;11,32217354;4-orange
cbID-079;raID-05;65;3,226563916;11,71309241;5-orangered
cbID-079;raID-05;70;3,349238482;18,67372594;5-orangered
cbID-079;raID-05;80;1,228065112;2,228983355;6-red
cbID-079;raID-05;83;0,195568881;0,178317048;6-red
cbID-079;raID-05;91;0,013720486;0,196843905;6-red
cbID-080;raID-05;1;0,118068966;0,107209191;1-lightgray
cbID-080;raID-05;12;3,506265464;13,37394651;2-darkgray
cbID-080;raID-05;21;6,438179334;24,441652;2-darkgray
cbID-080;raID-05;29;6,344254913;26,80914981;3-darkorange
cbID-080;raID-05;41;3,363440378;8,677397912;3-darkorange
cbID-080;raID-05;50;3,150475022;15,32287136;4-orange
cbID-080;raID-05;59;3,418174485;14,1389829;4-orange
cbID-080;raID-05;68;3,726605703;26,24287507;5-orangered
cbID-080;raID-05;80;1,228389387;6,528362583;5-orangered
cbID-080;raID-05;90;0,118068966;0,885757053;6-red
cbID-081;raID-06;1;0,000273024;0,111253737;1-lightgray
cbID-081;raID-06;10;3,586173239;8,772537824;1-lightgray
cbID-081;raID-06;20;8,309842758;39,04538309;2-darkgray
cbID-081;raID-06;29;7,740940853;33,67074272;3-darkorange
cbID-081;raID-06;41;3,095226766;10,293538;3-darkorange
cbID-081;raID-06;49;1,418475452;9,169233742;4-orange
cbID-081;raID-06;62;4,637445766;19,51883455;5-orangered
cbID-081;raID-06;70;3,100615866;17,62461943;5-orangered
cbID-081;raID-06;81;0,917035693;0,728762088;6-red
cbID-081;raID-06;90;0,10994203;0,211420547;6-red
cbID-082;raID-06;1;0,136749955;0,034728107;1-lightgray
cbID-082;raID-06;9;3,226349948;6,95263654;1-lightgray
cbID-082;raID-06;20;8,380435356;36,24998325;2-darkgray
cbID-082;raID-06;27;9,073364549;43,79139953;2-darkgray
cbID-082;raID-06;38;6,243840162;24,36548963;3-darkorange
cbID-082;raID-06;47;4,633088046;-99;3-darkorange
cbID-082;raID-06;53;4,638142542;20,97614584;4-orange
cbID-082;raID-06;63;3,846498382;13,99160791;5-orangered
cbID-082;raID-06;72;3,967175421;23,43143858;5-orangered
cbID-082;raID-06;82;1,417629164;2,279771721;6-red
cbID-082;raID-06;91;0,100137658;0,268087784;6-red
cbID-083;raID-06;1;0,120862931;0,13941685;1-lightgray
cbID-083;raID-06;5;1,126846183;1,360658897;1-lightgray
cbID-083;raID-06;12;4,913850927;14,99325314;1-lightgray
cbID-083;raID-06;19;7,801225687;34,85153011;2-darkgray
cbID-083;raID-06;22;8,386376853;38,20531496;2-darkgray
cbID-083;raID-06;30;7,794695604;34,01778769;3-darkorange
cbID-083;raID-06;35;7,039646671;28,57538106;3-darkorange
cbID-083;raID-06;39;5,347576695;18,25523984;3-darkorange
cbID-083;raID-06;45;3,325387279;16,07923881;4-orange
cbID-083;raID-06;51;2,410348016;16,72910063;4-orange
cbID-083;raID-06;58;2,476004579;13,25743635;4-orange
cbID-083;raID-06;63;3,470705884;17,39172433;5-orangered
cbID-083;raID-06;66;3,706871259;15,22310311;5-orangered
cbID-083;raID-06;74;2,12835536;12,20419465;5-orangered
cbID-083;raID-06;78;2,201446198;14,59641732;5-orangered
cbID-083;raID-06;84;0,360406605;0,299484466;6-red
cbID-083;raID-06;91;0,120862931;0,186190555;6-red
cbID-084;raID-06;1;0,000538288;0,148402089;1-lightgray
cbID-084;raID-06;9;3,069225169;6,775569242;1-lightgray
cbID-084;raID-06;15;6,170162356;21,93391089;1-lightgray
cbID-084;raID-06;23;9,263754549;47,00306004;2-darkgray
cbID-084;raID-06;32;8,452103968;38,77448776;2-darkgray
cbID-084;raID-06;39;4,72475531;16,20986872;3-darkorange
cbID-084;raID-06;44;4,044689638;10,40075505;3-darkorange
cbID-084;raID-06;54;3,945731242;19,58882141;4-orange
cbID-084;raID-06;60;4,585320214;23,26541781;4-orange
cbID-084;raID-06;69;4,134657336;23,14335639;5-orangered
cbID-084;raID-06;75;3,182090898;10,58747791;5-orangered
cbID-084;raID-06;82;0,99463101;1,5699529;6-red
cbID-084;raID-06;91;0,002936244;0,524614976;6-red
cbID-085;raID-06;1;0,101713634;0,054281592;1-lightgray
cbID-085;raID-06;10;3,076493183;6,796357174;1-lightgray
cbID-085;raID-06;19;7,310666733;29,32287577;2-darkgray
cbID-085;raID-06;29;7,914504658;35,65965783;3-darkorange
cbID-085;raID-06;38;5,443996332;20,2790602;3-darkorange
cbID-085;raID-06;47;4,600197811;15,19623625;3-darkorange
cbID-085;raID-06;54;3,879700332;10,96875133;4-orange
cbID-085;raID-06;63;3,858793173;22,2674845;5-orangered
cbID-085;raID-06;71;3,144767286;13,47662064;5-orangered
cbID-085;raID-06;81;0,717309096;0,327257075;6-red
cbID-085;raID-06;87;0,101713634;0,195284449;6-red
cbID-086;raID-06;1;0,042041762;0,106144283;1-lightgray
cbID-086;raID-06;12;4,80031311;17,44206161;2-darkgray
cbID-086;raID-06;22;9,705121368;50,71656948;2-darkgray
cbID-086;raID-06;34;9,524207454;50,38770482;3-darkorange
cbID-086;raID-06;46;6,895031346;28,25116924;3-darkorange
cbID-086;raID-06;57;5,966548268;31,69890588;4-orange
cbID-086;raID-06;68;5,823995199;31,01300481;5-orangered
cbID-086;raID-06;78;3,360051781;8,689420725;6-red
cbID-086;raID-06;90;0,212745834;1,108891511;6-red
cbID-087;raID-06;1;0,108343688;0,014497332;1-lightgray
cbID-087;raID-06;7;1,722073291;2,576228256;1-lightgray
cbID-087;raID-06;17;7,03664163;33,2907025;2-darkgray
cbID-087;raID-06;24;8,383744168;44,17561039;2-darkgray
cbID-087;raID-06;30;7,332783829;31,42107307;3-darkorange
cbID-087;raID-06;39;4,404989924;13,68060118;3-darkorange
cbID-087;raID-06;45;3,033532559;8,554899763;3-darkorange
cbID-087;raID-06;52;2,108106055;13,65253808;4-orange
cbID-087;raID-06;60;3,259385886;15,9966448;4-orange
cbID-087;raID-06;67;3,271791514;13,64349581;5-orangered
cbID-087;raID-06;75;2,631907851;17,27279049;5-orangered
cbID-087;raID-06;83;0,363589973;0,629233472;6-red
cbID-087;raID-06;89;0,026676505;0,557105799;6-red
cbID-088;raID-06;1;0,097992791;0,099568462;1-lightgray
cbID-088;raID-06;9;2,841662717;6,086914276;1-lightgray
cbID-088;raID-06;18;7,023315384;35,00546158;2-darkgray
cbID-088;raID-06;26;8,8498216;43,544225;2-darkgray
cbID-088;raID-06;34;5,632083231;21,34050953;3-darkorange
cbID-088;raID-06;42;5,422528241;19,83288316;3-darkorange
cbID-088;raID-06;50;4,712479885;22,64701893;4-orange
cbID-088;raID-06;57;4,939868979;23,62652023;4-orange
cbID-088;raID-06;68;4,554086508;19,04405717;5-orangered
cbID-088;raID-06;74;3,455038027;19,43070634;5-orangered
cbID-088;raID-06;83;1,386985472;2,170548233;6-red
cbID-088;raID-06;90;0,049462539;0,475166888;6-red
cbID-089;raID-06;1;0,192943902;0,006613739;1-lightgray
cbID-089;raID-06;11;4,569058401;15,92894325;2-darkgray
cbID-089;raID-06;23;9,288454913;45,65915774;2-darkgray
cbID-089;raID-06;34;8,236580306;38,21130698;3-darkorange
cbID-089;raID-06;45;4,899946186;15,06504748;3-darkorange
cbID-089;raID-06;56;4,792464649;14,14709206;4-orange
cbID-089;raID-06;69;5,142041426;27,72050272;5-orangered
cbID-089;raID-06;79;2,64489379;21,21561471;5-orangered
cbID-089;raID-06;91;0,094595028;0,592868731;6-red
cbID-090;raID-06;1;0,106339581;0,094628491;1-lightgray
cbID-090;raID-06;6;2,218975605;4,144244467;1-lightgray
cbID-090;raID-06;11;4,821729663;14,47529299;1-lightgray
cbID-090;raID-06;17;7,652352473;33,76574628;2-darkgray
cbID-090;raID-06;23;9,547364187;49,20234193;2-darkgray
cbID-090;raID-06;26;9,666164354;50,46278016;2-darkgray
cbID-090;raID-06;33;7,575436371;31,68533211;3-darkorange
cbID-090;raID-06;38;6,024421981;25,83756563;3-darkorange
cbID-090;raID-06;43;5,098937971;19,22739792;3-darkorange
cbID-090;raID-06;47;2,914182682;15,03175731;4-orange
cbID-090;raID-06;54;3,131898656;15,73413703;4-orange
cbID-090;raID-06;58;3,309855017;14,77987945;4-orange
cbID-090;raID-06;63;3,659164187;14,41677361;4-orange
cbID-090;raID-06;71;3,438618814;22,43152334;5-orangered
cbID-090;raID-06;74;3,001070888;17,09212754;5-orangered
cbID-090;raID-06;79;0,81556555;1,66418465;6-red
cbID-090;raID-06;85;0,106339581;0,431976415;6-red
cbID-090;raID-06;88;0,106339581;0,606025982;6-red
cbID-091;raID-06;1;0,093426004;0,09307198;1-lightgray
cbID-091;raID-06;8;2,959762996;6,401431733;1-lightgray
cbID-091;raID-06;13;5,995297556;21,13135534;1-lightgray
cbID-091;raID-06;19;9,160945166;44,60855037;2-darkgray
cbID-091;raID-06;28;9,513046029;48,57697225;2-darkgray
cbID-091;raID-06;34;7,384883038;31,95328612;3-darkorange
cbID-091;raID-06;40;5,179148418;17,64499237;3-darkorange
cbID-091;raID-06;46;4,504236233;14,11037621;3-darkorange
cbID-091;raID-06;52;3,605530978;19,42316616;4-orange
cbID-091;raID-06;60;4,824007136;22,0342303;5-orangered
cbID-091;raID-06;63;4,288488016;16,89714354;4-orange
cbID-091;raID-06;71;3,114833492;19,9319587;5-orangered
cbID-091;raID-06;78;1,974996103;3,472933453;6-red
cbID-091;raID-06;83;0,801540143;1,310476967;6-red
cbID-091;raID-06;91;0,064142854;0,693577089;6-red
cbID-092;raID-06;1;0,062963267;0,072264145;1-lightgray
cbID-092;raID-06;6;1,924246493;2,997776493;1-lightgray
cbID-092;raID-06;10;3,255044466;7,419794154;1-lightgray
cbID-092;raID-06;17;7,28549818;34,26727809;2-darkgray
cbID-092;raID-06;21;8,711629172;40,03996551;2-darkgray
cbID-092;raID-06;26;9,233494327;46,81644057;2-darkgray
cbID-092;raID-06;29;8,472414579;40,64372717;3-darkorange
cbID-092;raID-06;36;6,289241276;24,9996897;3-darkorange
cbID-092;raID-06;39;5,293417881;17,84188691;3-darkorange
cbID-092;raID-06;47;4,867199242;23,31833245;4-orange
cbID-092;raID-06;50;4,048731971;19,22141116;4-orange
cbID-092;raID-06;55;4,014383776;21,16722265;4-orange
cbID-092;raID-06;60;4,038491685;17,8233352;5-orangered
cbID-092;raID-06;66;3,935676725;23,58328976;5-orangered
cbID-092;raID-06;72;3,568813092;17,32618971;5-orangered
cbID-092;raID-06;76;2,650894481;5,82909325;6-red
cbID-092;raID-06;80;1,259775208;14,71173715;5-orangered
cbID-092;raID-06;86;0,213497991;0,01596934;6-red
cbID-092;raID-06;91;0,121896436;-99;6-red
cbID-093;raID-06;1;0,109980107;0,054938311;1-lightgray
cbID-093;raID-06;15;6,120105993;21,76623734;1-lightgray
cbID-093;raID-06;28;8,618837287;40,47794356;3-darkorange
cbID-093;raID-06;38;6,274503514;22,51994051;3-darkorange
cbID-093;raID-06;52;3,447548196;13,99075604;4-orange
cbID-093;raID-06;65;4,244220232;24,18717836;5-orangered
cbID-093;raID-06;77;2,640550686;19,22433645;5-orangered
cbID-093;raID-06;91;0,109980107;0,139288868;6-red
cbID-094;raID-06;1;0,105093138;0,180985601;1-lightgray
cbID-094;raID-06;11;3,790641985;9,532988134;1-lightgray
cbID-094;raID-06;22;8,458798115;41,78056205;2-darkgray
cbID-094;raID-06;30;9,043076378;40,71113874;2-darkgray
cbID-094;raID-06;40;7,10281095;30,55214058;3-darkorange
cbID-094;raID-06;50;3,934759146;18,16297511;4-orange
cbID-094;raID-06;62;3,880870146;14,64229617;4-orange
cbID-094;raID-06;71;3,996803241;27,38581121;5-orangered
cbID-094;raID-06;80;1,644157016;3,117488883;6-red
cbID-094;raID-06;91;-99;0,18599922;6-red
cbID-095;raID-06;1;0,111053274;0,035724153;1-lightgray
cbID-095;raID-06;7;2,637928153;5,230851397;1-lightgray
cbID-095;raID-06;14;6,367510598;23,32327376;1-lightgray
cbID-095;raID-06;21;9,111603745;45,36229058;2-darkgray
cbID-095;raID-06;28;8,171724541;37,59926875;2-darkgray
cbID-095;raID-06;35;7,13285015;29,51627467;3-darkorange
cbID-095;raID-06;40;6,007335874;22,82902968;3-darkorange
cbID-095;raID-06;49;4,112201006;16,15749136;4-orange
cbID-095;raID-06;56;4,463534379;21,56759172;4-orange
cbID-095;raID-06;63;3,973520073;22,19150196;5-orangered
cbID-095;raID-06;69;3,809281643;19,20315188;5-orangered
cbID-095;raID-06;75;2,317035137;8,62112779;5-orangered
cbID-095;raID-06;84;0,036411117;0,111334592;6-red
cbID-095;raID-06;90;0,111053274;0,722105043;6-red
cbID-096;raID-06;1;0,056377628;0,203225558;1-lightgray
cbID-096;raID-06;9;3,218975098;7,35894828;1-lightgray
cbID-096;raID-06;19;7,711194824;35,65707163;2-darkgray
cbID-096;raID-06;28;8,842989182;42,97024831;2-darkgray
cbID-096;raID-06;39;5,513280735;20,88867521;3-darkorange
cbID-096;raID-06;47;4,591263466;16,09838219;3-darkorange
cbID-096;raID-06;53;4,645784443;19,90131072;4-orange
cbID-096;raID-06;62;4,116556259;28,41488569;5-orangered
cbID-096;raID-06;71;4,055064386;22,5095443;5-orangered
cbID-096;raID-06;81;1,346277563;2,081765534;6-red
cbID-096;raID-06;91;0,083290722;0,361224696;6-red
cbID-097;raID-07;1;0,104120523;0,000202934;1-lightgray
cbID-097;raID-07;8;1,489803386;0,001894988;1-lightgray
cbID-097;raID-07;15;5,152831366;0,01633498;1-lightgray
cbID-097;raID-07;22;7,29116021;0,035442149;2-darkgray
cbID-097;raID-07;27;7,252764172;0,031165036;2-darkgray
cbID-097;raID-07;35;4,408148306;0,013521298;3-darkorange
cbID-097;raID-07;42;3,560210684;0,009671455;3-darkorange
cbID-097;raID-07;50;2,374840756;0,011496143;4-orange
cbID-097;raID-07;56;1,552565998;0,00711822;4-orange
cbID-097;raID-07;61;2,116018594;0,011342152;5-orangered
cbID-097;raID-07;68;2,737485052;0,017428445;5-orangered
cbID-097;raID-07;77;2,002489996;0,012910509;5-orangered
cbID-097;raID-07;82;0,912388093;0,000345391;6-red
cbID-097;raID-07;89;0,104120523;0,00040343;6-red
cbID-098;raID-07;1;0,064676864;1,09266E-05;1-lightgray
cbID-098;raID-07;10;3,801445252;0,009620377;1-lightgray
cbID-098;raID-07;17;7,070451552;0,030265736;2-darkgray
cbID-098;raID-07;27;9,509476119;0,048542177;2-darkgray
cbID-098;raID-07;33;7,693782924;0,034645549;3-darkorange
cbID-098;raID-07;42;4,671019366;0,016413907;3-darkorange
cbID-098;raID-07;48;2,633104908;0,017504571;4-orange
cbID-098;raID-07;58;2,155018403;0,01046244;4-orange
cbID-098;raID-07;65;2,129752059;0,010783553;5-orangered
cbID-098;raID-07;75;1,448561131;0,007066155;5-orangered
cbID-098;raID-07;82;0,42625815;0,000452946;6-red
cbID-098;raID-07;90;0,093938666;0,000694044;6-red
cbID-099;raID-07;1;0,122547656;0,000133579;1-lightgray
cbID-099;raID-07;9;2,342907665;0,004276559;1-lightgray
cbID-099;raID-07;16;6,009431639;0,021947414;2-darkgray
cbID-099;raID-07;22;8,465598116;0,041390166;2-darkgray
cbID-099;raID-07;31;7,919960495;0,039962276;2-darkgray
cbID-099;raID-07;38;5,657965191;0,020820039;3-darkorange
cbID-099;raID-07;47;3,842679886;0,018961449;4-orange
cbID-099;raID-07;54;3,418144666;0,013861144;4-orange
cbID-099;raID-07;62;4,419766625;0,018917563;4-orange
cbID-099;raID-07;68;4,527559191;0,023842982;5-orangered
cbID-099;raID-07;73;3,941323013;0,018732275;5-orangered
cbID-099;raID-07;81;1,676502881;0,002170886;6-red
cbID-099;raID-07;90;0,183679087;0,000721766;6-red
cbID-100;raID-07;1;0,096289019;4,10569E-05;1-lightgray
cbID-100;raID-07;10;3,143587442;0,0068981;1-lightgray
cbID-100;raID-07;19;8,368812127;0,042245816;2-darkgray
cbID-100;raID-07;28;8,604938316;0,039617067;3-darkorange
cbID-100;raID-07;36;7,175251623;0,029047636;3-darkorange
cbID-100;raID-07;46;5,588149023;0,018964373;3-darkorange
cbID-100;raID-07;55;4,030547976;0,019425859;4-orange
cbID-100;raID-07;64;3,355927504;0,020832548;4-orange
cbID-100;raID-07;72;2,467674507;0,01398134;5-orangered
cbID-100;raID-07;80;0,220201887;0,000195728;6-red
cbID-100;raID-07;89;0,096289019;0,000226121;6-red
